fold,ticker,n_test,directional_accuracy,mae_price,rmse_price
1,BTC-USD,292,0.4726027397260274,419.27789306640625,606.0435988854267
1,ETH-USD,257,0.4669260700389105,30.15914535522461,41.59516602820648
2,BTC-USD,292,0.5308219178082192,682.90283203125,1171.3733392902539
2,ETH-USD,256,0.50390625,64.98150634765625,95.27584336086981
3,BTC-USD,292,0.4863013698630137,1363.3284912109375,1872.9215813802778
3,ETH-USD,257,0.4708171206225681,77.30400085449219,105.87028656863549
4,BTC-USD,291,0.49140893470790376,1570.065673828125,2159.1310752244754
4,ETH-USD,256,0.4765625,86.29312896728516,125.75718713929435
